incident_date,state,airport_id,airport,operator,atype,type_eng,species_id,species,damage,num_engs,incident_month,incident_year,time_of_day,time,height,speed,phase_of_flt,sky,precip
2018-12-31T00:00:00Z,FL,KMIA,MIAMI INTL,AMERICAN AIRLINES,B-737-800,D,UNKBL,Unknown bird - large,M?,2.0,12,2018,Day,1207.0,700.0,200.0,Climb,Some Cloud,None
2018-12-27T00:00:00Z,FL,KMCO,ORLANDO INTL,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2.0,12,2018,Night,948.0,600.0,145.0,Approach,Some Cloud,None
2018-12-23T00:00:00Z,FL,KFLL,FORT LAUDERDALE/HOLLYWOOD INTL,AMERICAN AIRLINES,B-737-800,D,I1301,Cattle egret,N,2.0,12,2018,Day,1321.0,0.0,130.0,Take-off Run,No Cloud,None
2018-12-18T00:00:00Z,AZ,KPHX,PHOENIX SKY HARBOR INTL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2.0,12,2018,Night,2130.0,4500.0,250.0,Climb,No Cloud,None
2018-12-12T00:00:00Z,NM,KABQ,ALBUQUERQUE INTL SUNPORT,AMERICAN AIRLINES,B-737-800,D,YH004,Horned lark,N,2.0,12,2018,Day,1305.0,0.0,160.0,Take-off Run,Some Cloud,None
2018-12-04T00:00:00Z,CA,KLAX,LOS ANGELES INTL,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2.0,12,2018,Day,1345.0,0.0,100.0,Take-off Run,No Cloud,None
2018-12-03T00:00:00Z,FL,KJAX,JACKSONVILLE INTL,AMERICAN AIRLINES,A-320,D,YL001,European starling,N,2.0,12,2018,Day,1415.0,100.0,100.0,Approach,Some Cloud,None
2018-12-03T00:00:00Z,CA,KSMF,SACRAMENTO INTL,AMERICAN AIRLINES,A-320,D,UNKBS,Unknown bird - small,N,2.0,12,2018,Day,1150.0,0.0,150.0,Landing Roll,Some Cloud,None
2018-12-03T00:00:00Z,TX,KAUS,AUSTIN-BERGSTROM INTL,AMERICAN AIRLINES,A-319,D,ZT000,Meadowlarks,N,2.0,12,2018,Day,1400.0,0.0,130.0,Landing Roll,Some Cloud,None
2018-11-29T00:00:00Z,MO,KSTL,LAMBERT-ST LOUIS INTL,AMERICAN AIRLINES,B-737-800,D,J2142,Bufflehead,N,2.0,11,2018,Night,2220.0,500.0,145.0,Approach,Overcast,None
2018-11-27T00:00:00Z,CA,KSMF,SACRAMENTO INTL,AMERICAN AIRLINES,EMB-170,D,J2104,Northern pintail,M?,2.0,11,2018,Day,830.0,2000.0,180.0,Approach,Overcast,Fog
2018-11-26T00:00:00Z,MA,KBOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,AMERICAN AIRLINES,A-321,D,NE101,Herring gull,N,2.0,11,2018,Day,1451.0,20.0,135.0,Approach,Overcast,None
2018-11-26T00:00:00Z,NC,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,A-321,D,Z6007,American robin,N,2.0,11,2018,Night,2120.0,4000.0,170.0,Approach,No Cloud,None
2018-11-26T00:00:00Z,CA,KLAX,LOS ANGELES INTL,AMERICAN AIRLINES,A-319,D,ZC204,American pipit,N,2.0,11,2018,Day,825.0,500.0,140.0,Approach,No Cloud,None
2018-11-25T00:00:00Z,TX,KDFW,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2.0,11,2018,Night,2020.0,2300.0,180.0,Approach,No Cloud,None
2018-11-24T00:00:00Z,MO,KMCI,KANSAS CITY INTL,AMERICAN AIRLINES,B-737-800,D,ZX004,Dark-eyed junco,N,2.0,11,2018,Night,2245.0,200.0,151.0,Approach,Overcast,None
2018-11-23T00:00:00Z,VI,TISX,HENRY E ROHLSEN ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2.0,11,2018,Night,2144.0,50.0,150.0,Approach,No Cloud,None
2018-11-23T00:00:00Z,CA,KLAX,LOS ANGELES INTL,AMERICAN AIRLINES,A-319,D,F1002,Western grebe,N,2.0,11,2018,Night,1820.0,1500.0,160.0,Approach,No Cloud,None
2018-11-21T00:00:00Z,NY,KJFK,JOHN F KENNEDY INTL,AMERICAN AIRLINES,B-777-200,D,UNKBL,Unknown bird - large,M?,2.0,11,2018,Night,2218.0,4000.0,230.0,Climb,No Cloud,None
2018-11-21T00:00:00Z,MA,KBOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,AMERICAN AIRLINES,A-321,D,YH004,Horned lark,N,2.0,11,2018,Day,1105.0,0.0,120.0,Take-off Run,Some Cloud,None
2018-11-20T00:00:00Z,NC,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,A-319,D,UNKB,Unknown bird,N,2.0,11,2018,Day,1147.0,500.0,150.0,Approach,No Cloud,None
2018-11-18T00:00:00Z,NC,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,B-737-800,D,ZD102,Cedar waxwing,M?,2.0,11,2018,Night,1930.0,3000.0,180.0,Approach,No Cloud,None
2018-11-17T00:00:00Z,NC,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,A-321,D,ZX017,American goldfinch,N,2.0,11,2018,Day,1025.0,200.0,150.0,Approach,No Cloud,None
2018-11-17T00:00:00Z,NC,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,A-330,D,UNKB,Unknown bird,N,2.0,11,2018,Night,2110.0,3750.0,250.0,Climb,No Cloud,None
2018-11-16T00:00:00Z,FL,KMCO,ORLANDO INTL,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2.0,11,2018,Day,1500.0,3000.0,190.0,Approach,No Cloud,None
2018-11-14T00:00:00Z,TX,KDFW,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,B-737-800,D,ZS013,Orange-crowned warbler,N,2.0,11,2018,Night,1845.0,300.0,145.0,Approach,No Cloud,None
2018-11-14T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,AMERICAN AIRLINES,A-330,D,UNKBM,Unknown bird - medium,N,2.0,11,2018,Night,1729.0,4000.0,180.0,Approach,No Cloud,None
2018-11-14T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2.0,11,2018,Night,1745.0,2000.0,180.0,Approach,No Cloud,None
2018-11-13T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,B-737-800,D,J2204,Canada goose,M?,2.0,11,2018,Day,1045.0,3400.0,250.0,Climb,No Cloud,None
2018-11-12T00:00:00Z,TX,KSAT,SAN ANTONIO INTL,AMERICAN AIRLINES,A-321,D,ZT002,Western meadowlark,N,2.0,11,2018,Day,910.0,0.0,120.0,Landing Roll,Overcast,Rain
2018-11-09T00:00:00Z,MA,KBOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,AMERICAN AIRLINES,EMB-190,D,UNKBL,Unknown bird - large,M?,2.0,11,2018,Night,2113.0,50.0,150.0,Climb,Overcast,Rain
2018-11-09T00:00:00Z,TX,KDFW,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBM,Unknown bird - medium,N,2.0,11,2018,Day,930.0,1000.0,157.0,Approach,Some Cloud,None
2018-11-08T00:00:00Z,CA,KSFO,SAN FRANCISCO INTL ARPT,AMERICAN AIRLINES,B-787-8,D,ZC204,American pipit,N,2.0,11,2018,Day,941.0,100.0,130.0,Approach,No Cloud,None
2018-11-08T00:00:00Z,TX,KAUS,AUSTIN-BERGSTROM INTL,AMERICAN AIRLINES,A-320,D,UNKBS,Unknown bird - small,N,2.0,11,2018,Night,2000.0,300.0,140.0,Approach,Overcast,Fog
2018-11-08T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,AMERICAN AIRLINES,A-321,D,UNKBL,Unknown bird - large,M?,2.0,11,2018,Night,1853.0,4000.0,190.0,Approach,No Cloud,None
2018-11-08T00:00:00Z,FL,KMIA,MIAMI INTL,AMERICAN AIRLINES,B-737-800,D,K5114,American kestrel,N,2.0,11,2018,Day,714.0,250.0,200.0,Climb,Some Cloud,None
2018-11-07T00:00:00Z,TX,KDFW,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,B-737-800,D,ZC204,American pipit,N,2.0,11,2018,Dusk,1708.0,100.0,130.0,Approach,No Cloud,None
2018-11-06T00:00:00Z,IN,KEVV,EVANSVILLE REGIONAL,AMERICAN AIRLINES,EMB-145,D,ZX305,White-throated sparrow,N,2.0,11,2018,Night,2315.0,500.0,185.0,Approach,Some Cloud,None
2018-11-05T00:00:00Z,CA,KSMF,SACRAMENTO INTL,AMERICAN AIRLINES,A-321,D,Z6007,American robin,N,2.0,11,2018,Dusk,1700.0,9000.0,210.0,Descent,No Cloud,None
2018-11-05T00:00:00Z,MA,KBOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,AMERICAN AIRLINES,B-737-800,D,N6013,Dunlin,N,2.0,11,2018,Night,110.0,150.0,154.0,Approach,No Cloud,None
2018-11-03T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,AMERICAN AIRLINES,A-319,D,UNKBS,Unknown bird - small,N,2.0,11,2018,Night,2150.0,1000.0,180.0,Climb,No Cloud,None
2018-11-03T00:00:00Z,FL,KMIA,MIAMI INTL,AMERICAN AIRLINES,A-319,D,UNKBS,Unknown bird - small,N,2.0,11,2018,Night,2015.0,1500.0,140.0,Approach,Some Cloud,Rain
2018-11-02T00:00:00Z,TX,KDFW,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,B-737-800,D,O2205,Mourning dove,N,2.0,11,2018,Night,1900.0,30.0,145.0,Approach,Some Cloud,None
2018-11-02T00:00:00Z,TN,KBNA,NASHVILLE INTL,AMERICAN AIRLINES,A-320,D,ZX000,Finches,N,2.0,11,2018,Day,1545.0,1000.0,145.0,Approach,Overcast,None
2018-11-02T00:00:00Z,GA,KATL,HARTSFIELD - JACKSON ATLANTA INTL ARPT,AMERICAN AIRLINES,B-737-800,D,ZS034,Blackburnian warbler,N,2.0,11,2018,Night,2115.0,3000.0,180.0,Approach,No Cloud,None
2018-11-01T00:00:00Z,HI,PHOG,KAHULUI ARPT,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2.0,11,2018,Day,1115.0,0.0,145.0,Landing Roll,No Cloud,None
2018-10-31T00:00:00Z,TX,KSAT,SAN ANTONIO INTL,AMERICAN AIRLINES,A-319,D,UNKBM,Unknown bird - medium,N,2.0,10,2018,Night,2045.0,5000.0,180.0,Approach,Some Cloud,None
2018-10-30T00:00:00Z,GA,KATL,HARTSFIELD - JACKSON ATLANTA INTL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKB,Unknown bird,N,2.0,10,2018,Night,500.0,1000.0,150.0,Approach,No Cloud,None
2018-10-30T00:00:00Z,NY,KLGA,LA GUARDIA ARPT,AMERICAN AIRLINES,EMB-190,D,Z6007,American robin,N,2.0,10,2018,Dusk,1904.0,4000.0,250.0,Approach,Some Cloud,None
2018-10-30T00:00:00Z,NY,KJFK,JOHN F KENNEDY INTL,AMERICAN AIRLINES,A-321,D,Z6007,American robin,N,2.0,10,2018,Night,2034.0,3000.0,180.0,Approach,Some Cloud,None
2018-10-30T00:00:00Z,NY,KLGA,LA GUARDIA ARPT,AMERICAN AIRLINES,EMB-190,D,UNKBM,Unknown bird - medium,N,2.0,10,2018,Night,1000.0,5000.0,240.0,Climb,Some Cloud,None
2018-10-30T00:00:00Z,NJ,KEWR,NEWARK LIBERTY INTL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBM,Unknown bird - medium,N,2.0,10,2018,Night,2245.0,3000.0,180.0,Approach,No Cloud,None
2018-10-29T00:00:00Z,NC,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,A-319,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,2240.0,4000.0,250.0,Climb,No Cloud,None
2018-10-29T00:00:00Z,FL,KMIA,MIAMI INTL,AMERICAN AIRLINES,B-777-200,D,K5114,American kestrel,N,2.0,10,2018,Day,1816.0,100.0,180.0,Climb,Some Cloud,None
2018-10-27T00:00:00Z,NC,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,A-321,D,UNKBM,Unknown bird - medium,N,2.0,10,2018,Night,2004.0,3500.0,230.0,Climb,Overcast,None
2018-10-26T00:00:00Z,NY,KJFK,JOHN F KENNEDY INTL,AMERICAN AIRLINES,A-319,D,ZX013,Purple finch,N,2.0,10,2018,Day,1134.0,1000.0,145.0,Approach,Some Cloud,None
2018-10-26T00:00:00Z,TX,KDFW,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,MD-83,D,ZT001,Eastern meadowlark,N,2.0,10,2018,Day,830.0,0.0,80.0,Landing Roll,No Cloud,None
2018-10-26T00:00:00Z,NV,KLAS,MC CARRAN INTL ARPT,AMERICAN AIRLINES,A-321,D,UNKBM,Unknown bird - medium,N,2.0,10,2018,Day,1450.0,6100.0,200.0,Climb,No Cloud,None
2018-10-25T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,AMERICAN AIRLINES,A-319,D,UNKBL,Unknown bird - large,M?,2.0,10,2018,Day,1110.0,1200.0,170.0,Climb,No Cloud,None
2018-10-25T00:00:00Z,TX,KIAH,GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,AMERICAN AIRLINES,A-319,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,2140.0,500.0,140.0,Approach,No Cloud,None
2018-10-24T00:00:00Z,NC,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,A-319,D,Z9002,Ruby-crowned kinglet,N,2.0,10,2018,Day,921.0,4000.0,180.0,Approach,No Cloud,None
2018-10-24T00:00:00Z,NY,KLGA,LA GUARDIA ARPT,AMERICAN AIRLINES,EMB-190,D,UNKBL,Unknown bird - large,M?,2.0,10,2018,Night,2100.0,300.0,210.0,Approach,No Cloud,None
2018-10-23T00:00:00Z,CA,KSMF,SACRAMENTO INTL,AMERICAN AIRLINES,A-321,D,Z4001,Marsh wren,N,2.0,10,2018,Night,2030.0,300.0,145.0,Approach,No Cloud,None
2018-10-23T00:00:00Z,CT,KBDL,BRADLEY INTL,AMERICAN AIRLINES,A-319,D,ZX302,Swamp sparrow,N,2.0,10,2018,Night,10.0,400.0,150.0,Approach,Some Cloud,None
2018-10-23T00:00:00Z,NY,KJFK,JOHN F KENNEDY INTL,AMERICAN AIRLINES,B-767-300,D,K3302,Red-tailed hawk,M?,2.0,10,2018,Day,1228.0,500.0,145.0,Approach,Some Cloud,None
2018-10-23T00:00:00Z,DC,KDCA,RONALD REAGAN WASHINGTON NATIONAL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,2130.0,2000.0,170.0,Approach,No Cloud,None
2018-10-23T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,AMERICAN AIRLINES,A-319,D,UNKBM,Unknown bird - medium,N,2.0,10,2018,Night,2130.0,300.0,200.0,Climb,No Cloud,None
2018-10-22T00:00:00Z,TX,KSAT,SAN ANTONIO INTL,AMERICAN AIRLINES,A-319,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Day,1650.0,30.0,144.0,Approach,Overcast,Rain
2018-10-22T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Day,1040.0,50.0,160.0,Approach,No Cloud,None
2018-10-21T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,1920.0,1500.0,170.0,Approach,Some Cloud,None
2018-10-21T00:00:00Z,FL,KJAX,JACKSONVILLE INTL,AMERICAN AIRLINES,A-319,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,2330.0,1000.0,130.0,Approach,No Cloud,None
2018-10-21T00:00:00Z,NY,KJFK,JOHN F KENNEDY INTL,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,2110.0,2000.0,180.0,Approach,No Cloud,None
2018-10-20T00:00:00Z,TX,KDFW,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,A-321,D,YI,Swallows,N,2.0,10,2018,Day,948.0,400.0,140.0,Approach,Overcast,None
2018-10-20T00:00:00Z,BC,CYVR,VANCOUVER INTL,AMERICAN AIRLINES,B-737-800,D,UNKBM,Unknown bird - medium,N,2.0,10,2018,Dawn,840.0,0.0,150.0,Take-off Run,Overcast,Fog
2018-10-20T00:00:00Z,TX,KSAT,SAN ANTONIO INTL,AMERICAN AIRLINES,A-319,D,YI005,Barn swallow,N,2.0,10,2018,Night,2245.0,1000.0,130.0,Approach,No Cloud,None
2018-10-19T00:00:00Z,NC,KRDU,RALEIGH-DURHAM INTL,AMERICAN AIRLINES,A-320,D,UNKB,Unknown bird,N,2.0,10,2018,Dusk,1842.0,100.0,130.0,Approach,No Cloud,None
2018-10-19T00:00:00Z,TX,KSAT,SAN ANTONIO INTL,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,50.0,500.0,150.0,Approach,Overcast,Rain
2018-10-19T00:00:00Z,MN,KMSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,1022.0,1000.0,170.0,Approach,No Cloud,None
2018-10-18T00:00:00Z,MO,KMCI,KANSAS CITY INTL,AMERICAN AIRLINES,A-319,D,1C2101,Eastern red bat,N,2.0,10,2018,Day,1110.0,3000.0,190.0,Approach,No Cloud,None
2018-10-18T00:00:00Z,PA,KPIT,PITTSBURGH INTL ARPT,AMERICAN AIRLINES,A-319,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,2105.0,500.0,140.0,Approach,Some Cloud,None
2018-10-18T00:00:00Z,MA,KBOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,AMERICAN AIRLINES,A-321,D,UNKBM,Unknown bird - medium,N,2.0,10,2018,Night,2225.0,500.0,150.0,Approach,No Cloud,None
2018-10-18T00:00:00Z,TX,KAUS,AUSTIN-BERGSTROM INTL,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Day,1400.0,0.0,135.0,Take-off Run,Overcast,None
2018-10-18T00:00:00Z,MD,KBWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBM,Unknown bird - medium,N,2.0,10,2018,Night,42.0,1150.0,150.0,Approach,Some Cloud,None
2018-10-17T00:00:00Z,NC,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,A-319,D,Z6016,Gray-cheeked thrush,N,2.0,10,2018,Night,2110.0,1700.0,150.0,Approach,Some Cloud,None
2018-10-17T00:00:00Z,NC,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,A-319,D,ZX005,Rose-breasted grosbeak,N,2.0,10,2018,Night,2120.0,1500.0,150.0,Approach,No Cloud,None
2018-10-17T00:00:00Z,OH,KCMH,PORT COLUMBUS INTL,AMERICAN AIRLINES,A-319,D,H4105,Double-crested cormorant,M?,2.0,10,2018,Day,1825.0,1100.0,210.0,Climb,No Cloud,None
2018-10-17T00:00:00Z,FL,KMIA,MIAMI INTL,AMERICAN AIRLINES,B-737-800,D,K5114,American kestrel,N,2.0,10,2018,Day,730.0,0.0,145.0,Take-off Run,No Cloud,None
2018-10-17T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Day,824.0,400.0,150.0,Approach,No Cloud,None
2018-10-17T00:00:00Z,DC,KDCA,RONALD REAGAN WASHINGTON NATIONAL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,2043.0,400.0,143.0,Approach,No Cloud,None
2018-10-16T00:00:00Z,FL,KTPA,TAMPA INTL,AMERICAN AIRLINES,A-319,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Dusk,1938.0,1.0,130.0,Climb,No Cloud,None
2018-10-16T00:00:00Z,TX,KAUS,AUSTIN-BERGSTROM INTL,AMERICAN AIRLINES,A-320,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,2353.0,200.0,145.0,Approach,Overcast,Fog
2018-10-16T00:00:00Z,IN,KIND,INDIANAPOLIS INTL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Day,1115.0,15.0,150.0,Climb,No Cloud,None
2018-10-16T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,B-737-800,D,O2205,Mourning dove,N,2.0,10,2018,Dawn,635.0,0.0,100.0,Landing Roll,No Cloud,None
2018-10-15T00:00:00Z,CA,KSFO,SAN FRANCISCO INTL ARPT,AMERICAN AIRLINES,A-321,D,NE1,Gulls,N,2.0,10,2018,Dawn,720.0,400.0,190.0,Climb,No Cloud,None
2018-10-15T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBM,Unknown bird - medium,N,2.0,10,2018,Night,1148.0,75.0,150.0,Approach,Some Cloud,None
2018-10-14T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Day,851.0,100.0,170.0,Climb,No Cloud,None
2018-10-14T00:00:00Z,GA,KSAV,SAVANNAH/HILTON HEAD INTL ARPT,AMERICAN AIRLINES,A-319,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,2144.0,4500.0,180.0,Approach,No Cloud,None
2018-10-14T00:00:00Z,TX,KDFW,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Day,1100.0,0.0,150.0,Landing Roll,Overcast,None
2018-10-14T00:00:00Z,FL,KMIA,MIAMI INTL,AMERICAN AIRLINES,B-737-800,D,ZT303,Boat-tailed grackle,N,2.0,10,2018,Day,1700.0,30.0,145.0,Approach,Some Cloud,None
2018-10-13T00:00:00Z,OK,KTUL,TULSA INTL,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Day,1115.0,0.0,100.0,Landing Roll,Overcast,Rain
2018-10-13T00:00:00Z,CA,KONT,ONTARIO INTL ARPT,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Day,932.0,0.0,10.0,Take-off Run,Some Cloud,Rain
2018-10-12T00:00:00Z,SC,KCAE,COLUMBIA METRO,AMERICAN AIRLINES,MD-83,D,UNKBL,Unknown bird - large,M?,2.0,10,2018,Night,2158.0,3664.0,250.0,Approach,No Cloud,None
2018-10-12T00:00:00Z,FL,KMIA,MIAMI INTL,AMERICAN AIRLINES,B-777-200,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,1100.0,2500.0,210.0,Climb,No Cloud,None
2018-10-12T00:00:00Z,FL,KMIA,MIAMI INTL,AMERICAN AIRLINES,B-757-200,D,UNKBM,Unknown bird - medium,N,2.0,10,2018,Day,835.0,12500.0,290.0,Descent,No Cloud,None
2018-10-12T00:00:00Z,FL,KMIA,MIAMI INTL,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,1915.0,2500.0,170.0,Approach,No Cloud,None
2018-10-12T00:00:00Z,FL,KMIA,MIAMI INTL,AMERICAN AIRLINES,B-777-200,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,2257.0,2992.0,250.0,Climb,No Cloud,None
2018-10-12T00:00:00Z,MN,KMSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBM,Unknown bird - medium,N,2.0,10,2018,Night,2330.0,4500.0,210.0,Approach,Some Cloud,None
2018-10-12T00:00:00Z,FL,KMIA,MIAMI INTL,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,2107.0,4000.0,210.0,Approach,No Cloud,None
2018-10-12T00:00:00Z,FL,KFLL,FORT LAUDERDALE/HOLLYWOOD INTL,AMERICAN AIRLINES,A-320,D,ZS035,Bay-breasted warbler,N,2.0,10,2018,Night,2240.0,1700.0,140.0,Approach,No Cloud,None
2018-10-11T00:00:00Z,PA,KPHL,PHILADELPHIA INTL,AMERICAN AIRLINES,A-320,D,O2205,Mourning dove,N,2.0,10,2018,Day,1430.0,200.0,150.0,Approach,Some Cloud,None
2018-10-11T00:00:00Z,NC,KCLT,CHARLOTTE/DOUGLAS INTL ARPT,AMERICAN AIRLINES,A-321,D,ZS006,Ovenbird,N,2.0,10,2018,Night,2350.0,4500.0,230.0,Approach,No Cloud,None
2018-10-11T00:00:00Z,IL,KORD,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Day,1915.0,4000.0,210.0,Approach,No Cloud,None
2018-10-11T00:00:00Z,FL,KMIA,MIAMI INTL,AMERICAN AIRLINES,B-737-800,D,UNKBM,Unknown bird - medium,N,2.0,10,2018,Night,2230.0,2500.0,190.0,Approach,Some Cloud,None
2018-10-10T00:00:00Z,TX,KDFW,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,B-757-200,D,UNKBM,Unknown bird - medium,N,2.0,10,2018,Night,1046.0,0.0,145.0,Take-off Run,No Cloud,None
2018-10-10T00:00:00Z,IA,KDSM,DES MOINES INTL,AMERICAN AIRLINES,MD-83,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Day,1224.0,250.0,160.0,Approach,Overcast,None
2018-10-10T00:00:00Z,TX,KDFW,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,2355.0,1500.0,160.0,Approach,No Cloud,None
2018-10-10T00:00:00Z,MI,KDTW,DETROIT METRO WAYNE COUNTY ARPT,AMERICAN AIRLINES,B-737-800,D,YH004,Horned lark,N,2.0,10,2018,Day,824.0,0.0,100.0,Take-off Run,No Cloud,None
2018-10-09T00:00:00Z,UT,KSLC,SALT LAKE CITY INTL,AMERICAN AIRLINES,B-737-800,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Day,921.0,0.0,120.0,Take-off Run,No Cloud,None
2018-10-09T00:00:00Z,KS,KICT,WICHITA DWIGHT D EISENHOWER NATL ARPT,AMERICAN AIRLINES,A-319,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Night,2150.0,1700.0,190.0,Approach,Overcast,Fog
2018-10-08T00:00:00Z,FL,KMIA,MIAMI INTL,AMERICAN AIRLINES,B-737-800,D,UNKBM,Unknown bird - medium,N,2.0,10,2018,Day,1640.0,20.0,145.0,Approach,Some Cloud,None
2018-10-07T00:00:00Z,FL,KPBI,PALM BEACH INTL,AMERICAN AIRLINES,A-321,D,UNKBS,Unknown bird - small,N,2.0,10,2018,Dawn,710.0,381.0,160.0,Climb,Some Cloud,None
